失う,うしなう,"(v5u,vt) to lose; to part with; (P)",ushinau,,,,,,,
変わる,かわる,"(v5r,vi) to change; to be transformed; to vary; to be revised; to be different; to move location; (P)",kawaru,,,,,,,
覚悟,かくご,"(n,vs) resolution; resignation; readiness; preparedness; (P)",kakugo,,,,,,,
正義,せいぎ,(n) justice; right; righteousness; correct meaning; (P),seigi,,,,,,,
昔,むかし,"(adj-no,n-adv,n-t) olden days; former; (P)",mukashi,,,,,,,
真面目,まじめ,"(adj-na,n) diligent; serious; honest; sober; grave; earnest; steady; (P)",majime,,,,,,,
仕事,しごと,"(n,vs,adj-no) work; job; business; occupation; employment; vocation; task; work; (P)",shigoto,,,,,,,
勇者,ゆうしゃ,(n) hero; the brave; man of valour (valor),yuusha,,,,,,,
効果,こうか,"(n,adj-no) effect; effectiveness; efficacy; result; (P)",kouka,,,,,,,
効率,こうりつ,(n) efficiency; efficacy; performance; utility factor; (P),kouritsu,,,,,,,
噂,うわさ,"(n,vs,adj-no) rumour; rumor; report; hearsay; gossip; common talk; (P)",uwasa,,,,,,,
兵士,へいし,(n) soldier; (P),heishi,,,,,,,
きかっけ,きかっけ,(n) chance; start; cue; excuse; motive; impetus; occasion,kikakke,,,,,,,
救う,すくう,"(v5u,vt) to rescue from; to help out of; to save; (P)",sukuu,,,,,,,
思い出す,おもいだす,"(v5s,vt) to recall; to remember; (P)",omoidasu,,,,,,,
近道,ちかみち,"(n,vs) short way; shortcut; (P)",chikamichi,,,,,,,
塔,とう,"(n,n-suf) tower; pagoda; (P)",tou,,,,,,,
追加,ついか,"(n,vs,adj-no) addition; supplement; append (e.g. to a file); appendix; (P)",tsuika,,,,,,,
調べる,しらべる,"(v1,vt) to examine; to investigate; to check up; to sense; to study; to inquire; to search; (P)",shiraberu,,,,,,,
北,きた,(n) north; (P),kita,,,,,,,
南,みなみ,(n) south; (P),minami,,,,,,,
東,ひがし,(n) east; (P),higashi,,,,,,,
西,にし,(n) west; (P),nishi,,,,,,,
古代,こだい,"(adj-na,n-adv,n-t) ancient times; (P)",kodai,,,,,,,
文明,ぶんめい,(n) civilization; civilisation; culture; Bummei era (1469.4.28-1487.7.20); (P),bunmei,,,,,,,
本物,ほんもの,"(n,adj-no) genuine article; (P)",honmono,,,,,,,
偽物,にせもの,"(n,adj-no) spurious article; forgery; counterfeit; imitation; sham; (P)",nisemono,,,,,,,
族,ぞく,"(n,n-suf) tribe; clan; band; (taxonomical) tribe; group (of the periodic table)",zoku,,,,,,,
成功,せいこう,"(n,vs) success; hit; (P)",seikou,,,,,,,
失敗,しっぱい,"(n,adj-no,vs) failure; mistake; blunder; (P)",shippai,,,,,,,
無理,むり,"(adj-na,n,vs) unreasonable; impossible; overdoing; (P)",muri,,,,,,,
無駄,むだ,"(adj-na,n) futility; uselessness; pointlessness; (P)",muda,,,,,,,
故郷,ふるさと,(n) home town; birthplace; old village; historic village; native place; one's old home; (P),furusato,,,,,,,
命令,めいれい,"(n,vs) order; command; decree; directive; (software) instruction; statement; (P)",meirei,,,,,,,
地図,ちず,(n) map; (P),chizu,,,,,,,
自分,じぶん,"(pn,adj-no) myself; yourself; oneself; himself; herself; I; me; (P)",jibun,,,,,,,
店,みせ,(n-suf) -store; -shop; (P),mise,,,,,,,
鳴く,なく,(v5k) to sing (bird); to bark; to purr; to make sound (animal); (P),naku,,,,,,,
目茶苦茶,めちゃくちゃ,"(adj-na,n,uk) absurd; unreasonable; nonsensical; preposterous; incoherent; extreme; senseless; reckless; wanton; disorder; confusion; mess; wreck; (P)",mechakucha,,,,,,,
気持ち,きもち,(n) feeling; sensation; mood; (P),kimochi,,,,,,,
感じ,かんじ,(n) feeling; sense; impression; (P),kanji,,,,,,,
大事,だいじ,"(adj-na,n) important; valuable; serious matter; (P)",daiji,,,,,,,
可能性,かのうせい,(n) potentiality; likelihood; possibility; availability,kanousei,,,,,,,
土,つち,"(n) earth; soil; dirt; the earth (historically, esp. as opposed to the heavens); the ground; the land; low-quality torinoko-gami (containing mud); (period of) refraining from construction in the direction of the god of the earth (in On'youdou); (P)",tsuchi,,,,,,,
豚,ぶた,(n) pig; (P),buta,,,,,,,
土豚,つちぶた,(n) aardvark (Orycteropus),tsuchibuta,,,,,,,
冗談,じょうだん,"(n,adj-no) jest; joke; (P)",joudan,,,,,,,
男女,だんじょ,(n) man and woman; men and women; (P),danjo,,,,,,,
池,いけ,(n) pond; (P),ike,,,,,,,
泉,いずみ,(n) spring; fountain; (P),izumi,,,,,,,
川,かわ,"(n,suf) river; stream; the .... river; (suffix used with the names of rivers); (P)",kawa,,,,,,,
湯,ゆ,(n) hot water; hot bath; hot spring; (P),yu,,,,,,,
波,なみ,(n) wave; (P),nami,,,,,,,
矢張り,やはり,"(exp,adv,adj-f,uk) also; as I thought; still; in spite of; absolutely; of course; (P)",yahari,,,,,,,
矢っ張り,やっぱり,"(exp,adv,adj-f,uk) also; as I thought; still; in spite of; absolutely; of course; (P)",yappari,,,,,,,
免れる,まぬがれる,"(v1,vt) to escape from; to be rescued from; to avoid; to evade; to avert; to elude; to be exempted; to be relieved from pain; to get rid of",manugareru,,,,,,,
偉い,えらい,"(adj-i,uk) great; excellent; admirable; remarkable; distinguished; important; celebrated; famous; eminent; awful; terrible; (P)",erai,,,,,,,
偉そう,えらそう,(adj-na) self-important; important-looking; proud,erasou,,,,,,,
燕,つばめ,"(n,uk) swallow (bird of the Hirundinidae family); martin; barn swallow (Hirundo rustica); younger man involved with an older woman; (P)",tsubame,,,,,,,
鷹,たか,(n) falcon (Falconidae family); hawk,taka,,,,,,,
雀,すずめ,(n) sparrow (Passeriformes order); (P),suzume,,,,,,,
青い鳥,あおいとり,(n) bluebird (Sialia spp.),aoitori,,,,,,,
烏,からす,(n) crow; raven; (P),karasu,,,,,,,
ネタバレ,ねたばれ,(n) spoiler; something that spoils the ending of a story or movie,netabare,,,,,,,
迷路,めいろ,"(n,vs,adj-no) maze; labyrinth; blind alley; (P)",meiro,,,,,,,
迷宮,めいきゅう,"(n,adj-no) mystery; maze; labyrinth",meikyuu,,,,,,,
遺跡,いせき,"(n) historic ruins (remains, relics); (P)",iseki,,,,,,,
谷,たに,(n) valley; (P),tani,,,,,,,
崖,がけ,(n) cliff; (P),gake,,,,,,,
無謀,むぼう,"(adj-na,n) reckless; thoughtless; recklessness; (P)",mubou,,,,,,,
無茶,むちゃ,"(adj-na,n,uk,ateji) absurd; unreasonable; excessive; rash; absurdity; nonsense; (P)",mucha,,,,,,,
若い,わかい,(adj-i) young; (P),wakai,,,,,,,
老い,おい,(n) old age; old person; the old; the aged,oi,,,,,,,
苔,こけ,"(n) moss; short plants resembling moss (inc. other bryophytes, lichens, very small spermatophytes, etc.)",koke,,,,,,,
狼,おおかみ,"(n) wolf (carnivore, Canis lupus)",ookami,,,,,,,
溶岩,ようがん,(n) lava,yougan,,,,,,,
鍵,かぎ,(n) key; lock; (P),kagi,,,,,,,
松明,たいまつ,(n) (pine) torch; flambeau; torchlight,taimatsu,,,,,,,
印,しるし,(n) mark; symbol; evidence; (P),shirushi,,,,,,,
栗鼠,りす,(n) squirrel (excluding flying squirrels); Japanese squirrel (Sciurus lis),risu,,,,,,,
光る,ひかる,"(v5r,vi) to shine; to glitter; to be bright; (P)",hikaru,,,,,,,
傾く,かたむく,(v5k) to incline toward; to slant; to lurch; to heel over; to be disposed to; to trend toward; to be prone to; to go down (sun); to wane; to sink; to decline; (P),katamuku,,,,,,,
危険,きけん,"(n,adj-no,adj-na) danger; peril; hazard; dangerous; hazardous; (P)",kiken,,,,,,,
出来る,できる,"(v1,vi,uk) to be able (in a position) to do; to be up to the task; to be ready; to be completed; to be made; to be built; to be good at; to be permitted (to do); to become intimate; (P)",dekiru,,,,,,,
きっと,きっと,"(adv,n,uk,arch) surely; undoubtedly; almost certainly; most likely (e.g. 90 percent); sternly; severely; (P)",kitto,,,,,,,
背中,せなか,(n) back (of body); (P),senaka,,,,,,,
枝,えだ,(n) branch; bow; bough; twig; limb; (P),eda,,,,,,,
捨てる,すてる,"(v1,vt) to throw away; to cast aside; to abandon; to resign; to break up with (someone); (P)",suteru,,,,,,,
爆弾,ばくだん,(n) bomb; (P),bakudan,,,,,,,
核爆弾,かくばくだん,(n) nuclear weapon,kakubakudan,,,,,,,
爆発,ばくはつ,"(n,vs) explosion; detonation; eruption; (P)",bakuhatsu,,,,,,,
煙,けむり,(n) smoke; fumes; (P),kemuri,,,,,,,
放射能,ほうしゃのう,(n) radioactivity; (P),houshanou,,,,,,,
挨拶,あいさつ,"(n,vs,adj-no,sl,exp) greeting; greetings; salutation; salute; speech (congratulatory or appreciative); address; reply; response; revenge; retaliation; a fine thing to say (used as part of a sarcastic response to a rude remark); (P)",aisatsu,,,,,,,
言う,いう,(v5u) to say; to call (i.e. to give a name); (P),iu,,,,,,,
嵐,あらし,(n) storm; tempest; (P),arashi,,,,,,,
砂嵐,すなあらし,(n) sandstorm,sunaarashi,,,,,,,
潜入,せんにゅう,"(n,vs) infiltration; sneaking in",sennyuu,,,,,,,
幸せ,しあわせ,"(adj-na,n) happiness; good fortune; luck; blessing; (P)",shiawase,,,,,,,
奴,やつ,"(pn,adj-no,uk,derog,col,ok) fellow; guy; chap; thing; object; (derogatory or familiar) he; she; him; her; (P)",yatsu,,,,,,,
やっと,やっと,"(adv,on-mim) at last; at length; (P)",yatto,,,,,,,
見つける,みつける,"(v1,vt) to discover; to find (e.g. an error in a book); to come across; to detect; to locate; to find (e.g. something missing); to find fault; to be used to seeing; to be familiar with; (P)",mitsukeru,,,,,,,
所,ところ,"(n,suf,uk) place; spot; scene; site; address; district; area; locality; one's house; point; part; space; room; whereupon; as a result; (after present form of a verb) about to; on the verge of; (P)",tokoro,,,,,,,
厄災,やくさい,(n) calamity; disaster; accident,yakusai,,,,,,,
祠,ほこら,"(n,uk) small shrine; depository for sacred objects; generic term for shrine",hokora,,,,,,,
神獣,しんじゅう,(n) divine beasts,shinjuu,,,,,,,
英傑,えいけつ,(n) great man; hero; master mind,eiketsu,,,,,,,
目覚める,めざめる,(v1) to wake up; (P),mezameru,,,,,,,
防具,ぼうぐ,(n) protector,bougu,,,,,,,
鎧,よろい,(n) armor; armour,yoroi,,,,,,,
兜,かぶと,"(n) helmet (of armor, armour); headpiece",kabuto,,,,,,,
払う,はらう,"(v5u,vt) to pay; to brush; to wipe; (P)",harau,,,,,,,
林檎,りんご,"(n,uk,ok) apple; apple tree (Malus pumila); (P)",ringo,,,,,,,
研究,けんきゅう,"(n,vs) study; research; investigation; (P)",kenkyuu,,,,,,,
研究者,けんきゅうしゃ,(n) researcher,kenkyuusha,,,,,,,
研究所,けんきゅうじょ,"(n) research establishment (institute, laboratory, etc.)",kenkyuujo,,,,,,,
機械,きかい,(n) machine; mechanism; instrument; appliance; apparatus; (P),kikai,,,,,,,
実験,じっけん,"(n,vs) experiment; (P)",jikken,,,,,,,
技術,ぎじゅつ,(n) art; craft; technique; technology; engineering; skill; (P),gijutsu,,,,,,,
開発,かいはつ,"(n,adj-no,vs) development; exploitation; (P)",kaihatsu,,,,,,,
炎,ほのお,(n) flame; blaze; (P),honoo,,,,,,,
金槌,かなづち,(n) (iron) hammer; hopeless swimmer; complete beginner at swimming; (P),kanadsuchi,,,,,,,
説明,せつめい,"(n,vs,adj-no) explanation; exposition; (P)",setsumei,,,,,,,
科学,かがく,(n) science; (P),kagaku,,,,,,,
宿,やど,(n) inn; lodging; (P),yado,,,,,,,
動く,うごく,"(v5k,vi) to move; to stir; to shift; to shake; to swing; to operate; to run; to go; to work; to be touched; to be influenced; to change; to vary; to fluctuate; to waver; certain; (P)",ugoku,,,,,,,
登録,とうろく,"(n,vs) registration; accession; register; entry; record; (P)",touroku,,,,,,,
ようこそ,ようこそ,(int) welcome!; nice to see you!; (P),youkoso,,,,,,,
雷,かみなり,"(n,ok) thunder; (P)",kaminari,,,,,,,
妖精,ようせい,(n) fairy; sprite; elf,yousei,,,,,,,
魔物,まもの,(n) goblin; apparition,mamono,,,,,,,
痣,あざ,(n) birthmark; nevus; bruise; (P),aza,,,,,,,
セクハラ,セクハラ,"(n,abbr) sexual harassment; (P)",sekuhara,,,,,,,
ラクダ,らくだ,(n) camel,rakuda,,,,,,,
確認,かくにん,"(n,vs) affirmation; confirmation; validation; (P)",kakunin,,,,,,,
残る,のこる,"(v5r,vi) to remain; to be left; (P)",nokoru,,,,,,,
残り,のこり,"(n,adj-no) remnant; residue; remaining; left-over; (P)",nokori,,,,,,,
手紙,てがみ,"(n,adj-no) letter; (P)",tegami,,,,,,,
全力,ぜんりょく,"(n,adj-no) all one's power; whole energy; (P)",zenryoku,,,,,,,
ベスト,ベスト,"(adj-na,n) best; vest; (P)",besuto,,,,,,,
尽くす,つくす,(v5s) to exhaust; to run out; to devote; to serve (a person); to befriend; (P),tsukusu,,,,,,,
きらきら,きらきら,"(adv,adv-to,vs,on-mim) glitter; sparkle; glisten; twinkle; (P)",kirakira,,,,,,,
ルビー,ルビー,(n) ruby; smaller hiragana readings of kanji usually above or to the side of the kanji (esp. used by printers and in ref. to printed material); (P),rubii,,,,,,,
蟹,かに,(n) crab; (P),kani,,,,,,,
イカ,いか,(n) cuttlefish; squid; (P),ika,,,,,,,
河豚,ふぐ,(n) puffer fish; blow fish; fugu; globefish; swellfish,fugu,,,,,,,
蛸,たこ,(n) octopus; (P),tako,,,,,,,
タコス,タコス,(n) tacos,takosu,,,,,,,
鱗,うろこ,(n) scale (of fish); serif (on kana or kanji (e.g. in Mincho font)),uroko,,,,,,,
欠片,かけら,(n) fragment; broken pieces; splinter; (P),kakera,,,,,,,
片思い,かたおもい,(n) unrequited love; (P),kataomoi,,,,,,,
片手,かたて,"(n,adj-no) one hand; (P)",katate,,,,,,,
両手,りょうて,"(n,adj-no) (with) both hands; approvingly; (P)",ryoute,,,,,,,
虹,にじ,(n) rainbow; (P),niji,,,,,,,
色,いろ,(n) colour; color; complexion; appearance; look; love; lust; sensuality; love affair; lover; kind; type; variety; (P),iro,,,,,,,
虹色,にじいろ,"(n,adj-no) rainbow-colored; rainbow-coloured",nijiiro,,,,,,,
紫,むらさき,"(n,uk) purple; violet; Lithospermum erythrorhizon (species of gromwell); type of soy sauce; (P)",murasaki,,,,,,,
ピンク,ピンク,"(n,adj-no) pink; (P)",pinku,,,,,,,
桃,もも,(n) peach; prunus persica (tree); (P),momo,,,,,,,
桃色,ももいろ,"(n,adj-no) pink (colour, color)",momoiro,,,,,,,
灰,はい,(n) ash; ashes; (P),hai,,,,,,,
灰色,はいいろ,"(n,adj-no) grey; gray; ashen; (P)",haiiro,,,,,,,
茶,ちゃ,"(n,abbr,adj-na,arch) tea; tea plant (Camellia sinensis); tea preparation; making tea; brown; mockery; (P)",cha,,,,,,,
茶色,ちゃいろ,"(n,adj-no) light brown; tawny; (P)",chairo,,,,,,,
雪山,ゆきやま,(n) snowy mountains; piles of snow,yukiyama,,,,,,,
ぐるぐる,ぐるぐる,"(adv,vs,adv-to,on-mim) turning round and round; (P)",guruguru,,,,,,,
回る,まわる,"(v5r,vi) to turn; to revolve; to visit several places; to function well; to pass a certain time; (P)",mawaru,,,,,,,
廊下,ろうか,(n) corridor; (P),rouka,,,,,,,
セーブ,セーブ,"(n,vs) save; (P)",seebu,,,,,,,
ロード,ロード,"(n,vs) load; lord; road; (P)",roodo,,,,,,,
配信,はいしん,"(n,vs) distribution; delivery; transmission; provision",haishin,,,,,,,
放送,ほうそう,"(n,vs,adj-no) broadcast; broadcasting; (P)",housou,,,,,,,
主人公,しゅじんこう,(n) protagonist; main character; hero(ine) (of a story); head of household,shujinkou,,,,,,,
悪魔,あくま,(n) devil; demon; fiend; Satan; evil spirit; (P),akuma,,,,,,,
天使,てんし,(n) angel,tenshi,,,,,,,
救世主,きゅうせいしゅ,(n) saviour; messiah,kyuuseishu,,,,,,,
にゃん,にゃん,meow,nyan,,,,,,,
真っ直ぐ,まっすぐ,"(adj-na,adv,n) straight (ahead); direct; upright; erect; straightforward; honest; frank; (P)",massugu,,,,,,,
目標,もくひょう,(n) mark; objective; target; (P),mokuhyou,,,,,,,
目的地,もくてきち,(n) place of destination; (P),mokutekichi,,,,,,,
象,ぞう,(n) elephant; (P),zou,,,,,,,
鼻,はな,(n) nose; (P),hana,,,,,,,
耳,みみ,(n) ear; hearing; edge; crust; selvedge (non-fray machined edge of fabrics); selvage; (P),mimi,,,,,,,
歯,は,(n) tooth; (P),ha,,,,,,,
車,くるま,(n) car; automobile; vehicle; wheel; (P),kuruma,,,,,,,
歯車,はぐるま,(n) gear; cog-wheel; (P),haguruma,,,,,,,
ねじ,ねじ,"(n,uk) screw; key (of a clock, watch, etc.); spring (of a clock, watch, etc.)",neji,,,,,,,
ばね,ばね,"(n,uk) spring (e.g. coil, leaf); mainspring; power spring; (P)",bane,,,,,,,
道,みち,"(n) road; street; way; path; course; route; lane; distance; ways (e.g. ""a long ways""); the way (of proper conduct, etc.); one's way; morals; teachings (esp. Confucian or Buddhist); (P)",michi,,,,,,,
迷う,まよう,"(v5u,vi) to lose one's way; to waver; to hesitate; to be of two minds over; to be puzzled; to be perplexed; to give into temptation; to lose control of oneself; to turn in one's grave; (P)",mayou,,,,,,,
見える,みえる,"(v1,vi,hon) to be seen; to be in sight; to look; to seem; to appear; to come; (P)",mieru,,,,,,,
誤解,ごかい,"(n,vs) misunderstanding; (P)",gokai,,,,,,,
数,かず,(n) number; amount; (P),kazu,,,,,,,
ニンジン,にんじん,(n) carrot; Asian ginseng (Panax ginseng); (P),ninjin,,,,,,,
滑空,かっくう,"(n,vs) gliding in a glider",kakkuu,,,,,,,
宝,たから,(n) treasure; (P),takara,,,,,,,
箱,はこ,"(n,arch) box; car (of a train, etc.); shamisen case; shamisen; man who carries a geisha's shamisen; receptacle for human waste; feces (faeces); (P)",hako,,,,,,,
宝箱,たからばこ,(n) treasure chest; strongbox,takarabako,,,,,,,
磁石,じしゃく,"(n,adj-no) magnet; compass; (P)",jishaku,,,,,,,
趣味,しゅみ,(n) hobby; tastes; preference; (P),shumi,,,,,,,
門,もん,"(n,n-suf,ctr) gate; branch of learning based on the teachings of a single master; (biological) division; counter for cannons; (P)",mon,,,,,,,
封印,ふういん,"(n,vs) seal; stamp",fuuin,,,,,,,
影,かげ,"(n) shadow; silhouette; reflection; image; presence; sign; light (stars, moon); (P)",kage,,,,,,,
開く,ひらく,"(v5k,vi,vt) to open (e.g. doors); to open (e.g. business, etc.); to be empty; to be vacant; to be available; to be free; to be open (e.g. neckline, etc.); to have been opened (of one's eyes, mouth, etc.); (P)",hiraku,,,,,,,
志,こころざし,(n) will; intention; motive; (P),kokorozashi,,,,,,,
降りる,おりる,"(v1,vi) to descend (e.g. a mountain); to go down; to come down; to alight (e.g. from bus); to get off; to disembark; to dismount; to step down; to retire; to give up; to quit; (P)",oriru,,,,,,,
抜く,ぬく,"(v5k,vt,suf,n,sl,vulg) to extract; to omit; to surpass; to overtake; to draw out; to unplug; to do something to the end; to ejaculate (gen. with ref. to masturbation); (P)",nuku,,,,,,,
猫車,ねこぐるま,(n) wheelbarrow,nekoguruma,,,,,,,
運ぶ,はこぶ,"(v5b,hon,vi) to carry; to transport; to move; to convey; to come; to go; to wield (a tool, etc.); to use; to go (well, etc.); to proceed; to progress; (P)",hakobu,,,,,,,
叱る,しかる,"(v5r,vt,uk) to scold; (P)",shikaru,,,,,,,
知恵,ちえ,(n) wisdom; wit; sagacity; sense; intelligence; prajna (insight leading to enlightenmen); (P),chie,,,,,,,
精霊,せいれい,(n) spirit of the deceased,seirei,,,,,,,
足りる,たりる,"(v1,vi) to be sufficient; to be enough; to be worth doing; to be worthy; to be sufficient; to answer; to do; (P)",tariru,,,,,,,
特別,とくべつ,"(adj-na,adv,n,adj-no) special; (P)",tokubetsu,,,,,,,
試練,しれん,(n) test; trial; probation; ordeal; tribulation,shiren,,,,,,,
探す,さがす,"(v5s,vt) to search (for something lost); to seek (a suspect in a crime); to search (for something desired, needed); to look for; (P)",sagasu,,,,,,,
導く,みちびく,"(v5k,vt) to guide; to lead; to show the way; to conduct; to derive; to deduce; (P)",michibiku,,,,,,,
向かう,むかう,"(v5u,vi) to face; to go towards; (P)",mukau,,,,,,,
牛乳,ぎゅうにゅう,(n) (cow's) milk; (P),gyuunyuu,,,,,,,
浮かぶ,うかぶ,(v5b) to float; to be suspended; to rise to surface; to come to mind; to have inspiration; (P),ukabu,,,,,,,
暇,ひま,"(adj-na,n) spare time; free time; leisure; time off; day off; vacation; holiday; leave; quitting (one's job); firing someone; divorcing (one's spouse); (of one's time) free; (P)",hima,,,,,,,
潰す,つぶす,"(v5s,vt) to smash; to crush; to shut down; to thwart; to block; to kill (time); to waste (e.g. talents); (P)",tsubusu,,,,,,,
暇つぶし,ひまつぶし,(n) waste of time; killing time; (P),himatsubushi,,,,,,,
開拓,かいたく,"(n,vs) reclamation (of wasteland); cultivation; pioneering; pathfinding; trail-blazing; (P)",kaitaku,,,,,,,
辺り,あたり,"(n,uk) on the bank of; by the side of (e.g. a river, pond); (in the) neighbourhood; neighborhood; vicinity; nearby; (P)",atari,,,,,,,
当たり,あたり,"(n-adv,n) hit; success; reaching the mark; per ...; vicinity; neighborhood; neighbourhood; (P)",atari,,,,,,,
毎日,まいにち,"(n-adv,n-t) every day; (P)",mainichi,,,,,,,
採掘,さいくつ,"(n,vs) mining",saikutsu,,,,,,,
季節,きせつ,"(n,adj-no) season; (P)",kisetsu,,,,,,,
春,はる,"(n-adv,n-t) spring; springtime; new year; prime (of one's life, etc.); adolescence; puberty; sexuality; (P)",haru,,,,,,,
夏,なつ,"(n-adv,n-t) summer; (P)",natsu,,,,,,,
秋,あき,(n-t) autumn; fall; (P),aki,,,,,,,
冬,ふゆ,"(n-adv,n-t) winter; (P)",fuyu,,,,,,,
喉,のど,"(n,uk) throat; singing voice; (P)",nodo,,,,,,,
乾く,かわく,"(v5k,vi) to get dry; (P)",kawaku,,,,,,,
ノウハウ,ノウハウ,(n) know-how; (P),nouhau,,,,,,,
コネ,コネ,"(n,abbr) connection; pull; (P)",kone,,,,,,,
人間,にんげん,(n) human being; man; person; character (of a person); (P),ningen,,,,,,,
休憩,きゅうけい,"(n,vs) rest; break; recess; intermission; (P)",kyuukei,,,,,,,
屋,や,"(suf,n) (something) shop; somebody who sells (something) or works as (something); somebody with a (certain) personality trait; house; roof",ya,,,,,,,
パン屋,パンや,(n) bakery,panya,,,,,,,
本屋,ほんや,(n) bookstore; bookshop; publisher; main building; (P),honya,,,,,,,
殺し屋,ころしや,(n) professional killer; hit man,koroshiya,,,,,,,
大人しい,おとなしい,"(adj-i,uk) obedient; docile; quiet; (P)",otonashii,,,,,,,
静める,しずめる,"(v1,vt) to appease; to suppress; to calm; (P)",shizumeru,,,,,,,
落ち着く,おちつく,(v5k) to calm down; to settle down; to be steady; to settle in; to take up one's residence; to harmonize with; to harmonise with; to match; to restore presence of mind; (P),ochitsuku,,,,,,,
退屈,たいくつ,"(adj-na,n,vs) tedium; boredom; (P)",taikutsu,,,,,,,
ダイヤ,ダイヤ,"(n,abbr) diamond; (railway) schedule; diagram; dyer; (P)",daiya,,,,,,,
頭,あたま,(n) head; mind; brain; intellect; top; hair (on one's head); bangs; fringe; top structural component of a kanji; (P),atama,,,,,,,
肩,かた,(n) shoulder; (P),kata,,,,,,,
膝,ひざ,(n) knee; lap; (P),hiza,,,,,,,
肘,ひじ,"(n,uk) elbow; (P)",hiji,,,,,,,
手,て,"(n,col) hand; arm; forepaw; foreleg; handle; hand; worker; help; trouble; care; effort; means; way; trick; move; technique; workmanship; hand; handwriting; kind; type; sort; one's hands; (P)",te,,,,,,,
演歌,えんか,(n) enka; traditional-style Japanese popular ballad; troubadour,enka,,,,,,,
ベーグル,ベーグル,(n) bagel,beeguru,,,,,,,
香り,かおり,(n) aroma; fragrance; scent; smell; (P),kaori,,,,,,,
毛布,もうふ,(n) blanket; (P),moufu,,,,,,,
炬燵,こたつ,"(n,uk) table with heater; (orig) charcoal brazier in a floor well; (P)",kotatsu,,,,,,,
井戸,いど,(n) water well; (P),ido,,,,,,,
深い,ふかい,(adj-i) deep; profound; thick; close; (P),fukai,,,,,,,
上手,じょうず,"(adj-na,n) skill; skillful; dexterity; flattery; (P)",jouzu,,,,,,,
下手,へた,(n) humble position; inferior; underarm grip on opponent's belt (sumo); (P),heta,,,,,,,
襲う,おそう,"(v5u,vt) to attack; to assail; to make an assault; to strike; to hunt down; to succeed (someone in a post, role, etc.); to make a sudden visit; (P)",osou,,,,,,,
誕生日,たんじょうび,(n) birthday; (P),tanjoubi,,,,,,,
取る,とる,"(v5r,vt) to take; to pick up; to harvest; to earn; to choose; to steal; to eat; to have (a meal); to remove (one's glasses, etc.); (P)",toru,,,,,,,
止める,とめる,"(v1,vt) to stop; to stay (e.g. the night); to cease; to put an end to; to contain; to keep (in position, in place); to limit; to record (e.g. a fact); to retain; (P)",tomeru,,,,,,,
台地,だいち,(n) plateau; tableland; eminence,daichi,,,,,,,
霧,きり,(n) fog; mist; (P),kiri,,,,,,,
証,あかし,"(n,vs) proof; evidence; testimony; to testify (usu. Christian religious context)",akashi,,,,,,,
目指す,めざす,"(v5s,vt) to aim at; to have an eye on; (P)",mezasu,,,,,,,
克服,こくふく,"(n,vs) subjugation; conquest; victory; (P)",kokufuku,,,,,,,
今晩は,こんばんは,"(exp,uk) good evening; (P)",konbanwa,,,,,,,
お休み,おやすみ,"(n,pol,hon,exp,abbr) holiday; day off; absence; sleep; rest; Good night; (P)",oyasumi,,,,,,,
最近,さいきん,"(adj-no,n-adv,n-t) latest; most recent; nowadays; (P)",saikin,,,,,,,
もう一度,もういちど,(exp) once more; again,mouichido,,,,,,,
机,つくえ,"(n,ok) desk; (P)",tsukue,,,,,,,
椅子,いす,(n) chair; post; office; position; (P),isu,,,,,,,
鉛筆,えんぴつ,(n) pencil; (P),enpitsu,,,,,,,
鉄,てつ,(n) iron; (P),tetsu,,,,,,,
名声,めいせい,(n) fame; reputation; renown; (P),meisei,,,,,,,
ゴロゴロ,ごろごろ,"(adv,n,vs,adv-to,on-mim) thunder; purring; scatter; idleness; (P)",gorogoro,,,,,,,
師匠,ししょう,(n) master; teacher; sumo coach who owns his stable,shishou,,,,,,,
弟子,でし,"(n,adj-no) pupil; disciple; adherent; follower; apprentice; young person; teacher's student-helper; (P)",deshi,,,,,,,
味方,みかた,"(n,vs,adj-no) friend; ally; supporter; (P)",mikata,,,,,,,
部屋,へや,"(n,abbr) room; sumo stable; (P)",heya,,,,,,,
姿,すがた,(n) figure; shape; appearance; (P),sugata,,,,,,,
影響,えいきょう,"(n,vs) influence; effect; (P)",eikyou,,,,,,,
欲しい,ほしい,"(adj-i,aux-adj) wanted; wished for; in need of; desired; (after the -te form of a verb) I want (you) to; (P)",hoshii,,,,,,,
心配,しんぱい,"(adj-na,n,vs) worry; concern; anxiety; care; help; aid; assistance; (P)",shinpai,,,,,,,
不安,ふあん,"(adj-na,n) anxiety; uneasiness; insecurity; suspense; (P)",fuan,,,,,,,
苺,いちご,"(n) strawberry (esp. the garden strawberry, Fragaria x ananassa); (P)",ichigo,,,,,,,
翼,つばさ,"(n,suf,ctr,arch) wing; Chinese ""Wings"" constellation (one of the 28 mansions); counter for birds or bird wings; (P)",tsubasa,,,,,,,
自信,じしん,"(n,vs) self-confidence; (P)",jishin,,,,,,,
用,よう,"(n,n-suf) task; business; use; duty; service; call of nature; excretion; (P)",you,,,,,,,
偶然,ぐうぜん,"(adj-na,adj-no,n-adv,n) (by) chance; unexpectedly; suddenly; accident; fortuity; (P)",guuzen,,,,,,,
馬鹿馬鹿しい,ばかばかしい,(adj-i) stupid,bakabakashii,,,,,,,
